trader_group,country_of_destination,cocoa_deforestation_15_years_total_exposure,cocoa_net_emissions_15_years_total
OLAM,GREECE,0.164546486,28.78641645
OLAM,GREECE,0.105185081,5.484842908
BARRY CALLEBAUT,INDONESIA,0.779048998,47.3152002
OLAM,UNITED STATES,0.257804881,7.031906294
BARRY CALLEBAUT,GERMANY,0.144412601,8.770836186
BARRY CALLEBAUT,CHILE,0.239602722,12.49400848
BARRY CALLEBAUT,GERMANY,0.414291907,16.81757912
BARRY CALLEBAUT,CANADA,1.105264991,100.3800901
OLAM,UNITED STATES,0.552732142,29.47928634
BARRY CALLEBAUT,GERMANY,0.077138477,4.022361611
CARGILL,GERMANY,0.921012979,37.38718618
BARRY CALLEBAUT,INDONESIA,0.203072986,9.187277222
BARRY CALLEBAUT,COTE D'IVOIRE,0.778466122,89.07123314
OLAM,EGYPT,0.786648249,41.01952529
BARRY CALLEBAUT,SENEGAL,1.070347621,57.08566882
OLAM,CHILE,0.794530518,28.35655444
CEMOI,INDONESIA,0.334664758,20.32571771
BARRY CALLEBAUT,CHILE,0.367251718,22.30487245
BARRY CALLEBAUT,GERMANY,1.248977045,50.70041177
OLAM,UNITED ARAB EMIRATES,1.320852369,76.17967862
OLAM,COTE D'IVOIRE,0.038735641,1.145092713
ECOM,SPAIN,2.593938737,82.2864892
OLAM,MALAYSIA,1.107722841,70.62960942
ECOM,MALAYSIA,3.052062069,194.6027869
BARRY CALLEBAUT,INDONESIA,1.26187313,65.79997705
BARRY CALLEBAUT,BELGIUM,0.049676287,2.633687717
OLAM,NETHERLANDS,1.758006359,91.67068811
CARGILL,INDONESIA,0.970050624,29.18972881
BARRY CALLEBAUT,GHANA,0.065407913,4.041900835
BARRY CALLEBAUT,FRANCE,0.281722097,8.477280891
ECOM,SPAIN,3.844001199,221.701367
BARRY CALLEBAUT,INDONESIA,0.872550018,35.41990254
BARRY CALLEBAUT,FRANCE,0.869500458,46.37373338
BARRY CALLEBAUT,MALAYSIA,0.217651233,3.010388715
ETC GROUP,UNKNOWN COUNTRY,0.071790666,3.743501659
ECOM,CHINA (MAINLAND),1.885440803,98.31571704
OLAM,CHILE,2.128916708,135.7420377
BARRY CALLEBAUT,BELGIUM,0.242856648,9.858413401
BARRY CALLEBAUT,CANADA,2.706019699,156.0686991
CARGILL,BRAZIL,0.478955412,10.95101404
OLAM,NETHERLANDS,1.536721139,175.8299339
ECOM,SPAIN,0.496128046,26.46037678
OLAM,COTE D'IVOIRE,0.093415377,4.405230298
BARRY CALLEBAUT,SOUTH AFRICA,0.077563864,2.671071153
BARRY CALLEBAUT,SOUTH AFRICA,0.060805209,1.390272837
OLAM,SAUDI ARABIA,0.142572336,3.259826725
OLAM,BELGIUM,0.042757376,1.735673679
BARRY CALLEBAUT,GERMANY,0.073944217,2.546421166
CARGILL,BRAZIL,0.293948409,6.720945361
BARRY CALLEBAUT,TURKEY,0.254393951,13.48720424
BARRY CALLEBAUT,FRANCE,1.323771664,49.18894706
OLAM,NETHERLANDS,1.302299683,67.90800695
BARRY CALLEBAUT,GERMANY,1.231366911,39.06216389
BARRY CALLEBAUT,BELGIUM,0.270570634,14.34484342
OLAM,MALAYSIA,0.192015768,8.687034796
OLAM,NETHERLANDS,0.089938152,4.068915069
BARRY CALLEBAUT,MALAYSIA,0.108160099,4.629728072
ETC GROUP,UNITED STATES,1.530846035,139.0313312
OLAM,PORTUGAL,4.733565373,273.0066563
OLAM,SAUDI ARABIA,0.712668836,43.2836301
OLAM,CHILE,0.335073218,17.76457695
OLAM,NETHERLANDS,1.312903891,43.15395037
OLAM,NETHERLANDS,1.867501711,100.509567
BARRY CALLEBAUT,CANADA,0.248990885,13.40077273
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.248658239,8.100539216
OLAM,SOUTH AFRICA,0.698597143,19.05499083
OLAM,MALAYSIA,0.784338251,137.2152518
BARRY CALLEBAUT,GHANA,0.122082645,4.012744911
BARRY CALLEBAUT,BELGIUM,0.832651363,33.80027452
OLAM,BELGIUM,0.017039564,0.770891317
OLAM,MALAYSIA,0.934651289,48.73709719
BARRY CALLEBAUT,UNITED ARAB EMIRATES,0.492797703,21.0939097
BARRY CALLEBAUT,TURKEY,0.06105318,3.593229262
OLAM,BELGIUM,0.113684915,5.928064094
BARRY CALLEBAUT,COTE D'IVOIRE,0.021558455,1.268803231
OLAM,SYRIA,0.160352339,4.825151556
BARRY CALLEBAUT,ISRAEL,2.941839145,169.6694996
BARRY CALLEBAUT,BELGIUM,0.100712643,18.42148615
BARRY CALLEBAUT,GERMANY,0.161530227,4.86059532
OLAM,CHILE,0.811169507,28.95039494
OLAM,SOUTH AFRICA,0.900739804,164.7555389
OLAM,NETHERLANDS,2.913478137,151.9224002
OLAM,BELGIUM,0.037910954,1.715139244
TOUTON,BELGIUM,1.504889371,172.1877782
BARRY CALLEBAUT,SOUTH AFRICA,0.059193475,2.038449038
OLAM,SOUTH AFRICA,1.532941436,79.93474855
OLAM,CHILE,0.751711618,137.4965912
BARRY CALLEBAUT,BELGIUM,0.084053917,3.704198403
OLAM,MALAYSIA,0.051413414,3.025889662
TOUTON,GERMANY,0.719437966,141.5843211
BARRY CALLEBAUT,MALAYSIA,1.268055202,77.01477814
BARRY CALLEBAUT,ITALY,1.317188116,68.68435961
TOUTON,GERMANY,1.554319245,305.8877145
CARGILL,GERMANY,1.443815844,75.28732261
BARRY CALLEBAUT,INDONESIA,0.004838081,0.005349153
OLAM,SAUDI ARABIA,0.383904051,10.6203073
OLAM,BELGIUM,0.153823444,8.871711031
OLAM,ISRAEL,1.328443943,53.92625529
BARRY CALLEBAUT,BELGIUM,0.402824862,11.50839444
BARRY CALLEBAUT,ITALY,0.622335114,25.26279138
BARRY CALLEBAUT,CANADA,0.899978959,30.99262603
TOUTON,GERMANY,0.702077689,13.50632092
OLAM,MALAYSIA,0.119761213,6.349380312
OLAM,BELGIUM,0.081499769,2.908702157
OLAM,CHILE,2.190227701,139.6512931
OLAM,NETHERLANDS,0.937930767,48.90810455
BARRY CALLEBAUT,FRANCE,0.08594189,5.058031628
OLAM,NETHERLANDS,4.798658168,1300.729862
OLAM,NETHERLANDS,1.28045702,73.84989158
BARRY CALLEBAUT,BELGIUM,0.862682534,29.70824693
BARRY CALLEBAUT,INDONESIA,0.236087919,10.68091432
BARRY CALLEBAUT,CANADA,0.072882023,3.29727434
OLAM,SAUDI ARABIA,0.356975222,65.29482186
BARRY CALLEBAUT,ITALY,0.443665303,15.27852699
OLAM,PORTUGAL,1.114331786,59.07852883
OLAM,NETHERLANDS,0.349163619,14.945739
OLAM,MALAYSIA,0.184977198,5.566136567
OLAM,UNITED STATES,0.663610703,40.30410579
OLAM,UNITED STATES,0.552446132,28.80712964
BARRY CALLEBAUT,BRAZIL,0.527817857,27.52289595
OLAM,UNITED STATES,2.223676966,119.6790384
BARRY CALLEBAUT,GERMANY,0.202853131,9.177330693
CARGILL,GERMANY,0.260353331,5.952815046
OLAM,MALAYSIA,0.592108216,30.8752965
OLAM,EGYPT,0.785482253,40.95872476
BARRY CALLEBAUT,INDONESIA,0.821600795,47.38552615
OLAM,NETHERLANDS,0.28285242,14.74925038
CARGILL,GERMANY,0.356042069,18.98906417
OLAM,NETHERLANDS,0.441202276,13.04270427
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.118105233,6.158560167
BARRY CALLEBAUT,BELGIUM,1.444126014,87.70836186
BARRY CALLEBAUT,ITALY,1.367634662,83.06269309
OLAM,YEMEN,0.163482859,12.26471394
BARRY CALLEBAUT,BELGIUM,0.071566181,3.731795997
OLAM,NETHERLANDS,0.287757622,17.4768333
BARRY CALLEBAUT,INDONESIA,0.375334425,19.57169545
CARGILL,BRAZIL,2.251603307,117.4091456
OLAM,MALAYSIA,1.141572115,46.93409789
BARRY CALLEBAUT,INDONESIA,0.642820644,33.51968009
OLAM,YEMEN,0.285399743,16.46032608
OLAM,NETHERLANDS,1.151030487,69.90733322
OLAM,MALAYSIA,0.583383116,30.4203289
OLAM,SAUDI ARABIA,0.276863384,7.551747519
OLAM,MALAYSIA,0.331385437,11.82704625
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.206255711,7.361204072
ECOM,MALAYSIA,1.630210797,85.00682873
OLAM,EGYPT,1.444674192,92.11399293
OLAM,BELGIUM,2.528831406,161.2410325
OLAM,RUSSIAN FEDERATION,0.078143761,3.172132664
SUCDEN,SPAIN,1.495302598,51.49381966
OLAM,MALAYSIA,0.2570716,13.40491766
OLAM,EGYPT,0.465988768,18.91613824
OLAM,NETHERLANDS,2.720810884,156.9217753
OLAM,BELGIUM,0.039674947,1.415986902
OLAM,BELGIUM,0.659378742,28.22431101
BARRY CALLEBAUT,MALAYSIA,0.255079168,7.675570272
CARGILL,CANADA,0.953934666,55.01783391
CARGILL,NETHERLANDS,3.544080048,620.0154533
BARRY CALLEBAUT,CANADA,0.239842324,12.50650249
OLAM,NETHERLANDS,0.398694597,22.99456548
CARGILL,NETHERLANDS,2.588646125,134.9841372
OLAM,MALAYSIA,1.065522812,67.93888986
OLAM,PORTUGAL,1.72506542,92.00423421
BARRY CALLEBAUT,CANADA,0.728820226,32.9727434
BARRY CALLEBAUT,BELGIUM,0.005433955,0.256251402
BARRY CALLEBAUT,TAIWAN,0.02111371,0.624157867
BARRY CALLEBAUT,MALAYSIA,0.354568229,11.55076888
BARRY CALLEBAUT,BELGIUM,0.280587084,8.4431273
OLAM,NETHERLANDS,0.461135188,17.13494478
BARRY CALLEBAUT,TAIWAN,0.037590639,1.700647779
OLAM,GREECE,0.018828659,0.613381219
BARRY CALLEBAUT,COTE D'IVOIRE,0.271648485,15.66722728
BARRY CALLEBAUT,FRANCE,0.77641428,26.73742224
OLAM,NETHERLANDS,2.202787651,127.0449743
OLAM,PORTUGAL,3.194242295,129.6335914
BARRY CALLEBAUT,SOUTH AFRICA,0.041184425,2.196520471
BARRY CALLEBAUT,ITALY,0.29152809,13.18909736
BARRY CALLEBAUT,ITALY,0.366893934,19.13156867
OLAM,UNITED STATES,0.123392194,7.262135189
OLAM,NETHERLANDS,1.141572115,46.93409789
BARRY CALLEBAUT,GERMANY,0.103722519,4.210465231
OLAM,NETHERLANDS,0.193763469,5.727984095
OLAM,NETHERLANDS,0.80261058,32.58081251
BARRY CALLEBAUT,CANADA,0.645165108,19.41362036
OLAM,RUSSIAN FEDERATION,0.062275747,8.920659269
BARRY CALLEBAUT,MALAYSIA,0.390878166,20.38221892
BARRY CALLEBAUT,BELGIUM,0.312927337,14.15722618
OLAM,JAPAN,0.871683681,159.4408441
BARRY CALLEBAUT,UNITED ARAB EMIRATES,1.352427848,70.52192435
ETC GROUP,CANADA,1.600843553,30.796459
BARRY CALLEBAUT,MALAYSIA,0.087622889,2.003442205
OLAM,NETHERLANDS,0.749325433,43.21707104
BARRY CALLEBAUT,TURKEY,0.301119371,15.96444584
BARRY CALLEBAUT,MALAYSIA,0.413827543,13.4812595
ECOM,CHINA (MAINLAND),2.562667466,147.8009114
OLAM,NETHERLANDS,0.424443624,24.47963117
OLAM,NETHERLANDS,0.467681915,24.38712624
BARRY CALLEBAUT,BELGIUM,0.046254686,2.466936547
OLAM,SAUDI ARABIA,0.808311683,147.8493859
BARRY CALLEBAUT,UNITED STATES,1.455623906,43.80108216
BARRY CALLEBAUT,ITALY,0.224708507,5.13781858
BARRY CALLEBAUT,UNITED STATES,2.889491051,166.6503424
OLAM,SYRIA,0.355479449,20.50214755
ECOM,MEXICO,0.347071601,7.93557371
CARGILL,NETHERLANDS,1.258018548,76.40520631
BARRY CALLEBAUT,BELGIUM,0.02904047,1.539638624
SUCDEN,UNKNOWN COUNTRY,0.248076626,10.07031084
OLAM,MALAYSIA,0.415097605,62.1691969
OLAM,MALAYSIA,0.450691933,14.29712134
ECOM,SPAIN,0.211690163,4.840162345
BARRY CALLEBAUT,INDONESIA,0.995652398,34.28733763
BARRY CALLEBAUT,UNITED STATES,2.562423535,133.6167685
ECOM,SPAIN,0.697399041,20.98538817
SAFAL COMMODITIES,UNKNOWN COUNTRY,0.332019466,30.41978161
BARRY CALLEBAUT,COTE D'IVOIRE,0.032331141,1.383915071
BARRY CALLEBAUT,GHANA,0.116923919,16.74871017
BARRY CALLEBAUT,FRANCE,0.958721075,49.99220859
BARRY CALLEBAUT,INDONESIA,0.52839539,30.4750114
OLAM,NETHERLANDS,0.773598771,41.01388643
OLAM,SYRIA,0.1311526,4.680796732
BARRY CALLEBAUT,BELGIUM,2.691203738,140.3319716
OLAM,MALAYSIA,0.134866392,4.43293498
BARRY CALLEBAUT,SENEGAL,1.90653819,121.5629422
BARRY CALLEBAUT,BELGIUM,0.031608913,0.951141694
BARRY CALLEBAUT,BELGIUM,0.841761253,25.3293819
OLAM,MALAYSIA,0.313526387,57.34753659
BARRY CALLEBAUT,ITALY,0.832262989,25.04357027
OLAM,YEMEN,0.071187107,2.540646354
OLAM,NETHERLANDS,0.572506817,20.43259554
BARRY CALLEBAUT,MALAYSIA,0.630936565,32.89998853
BARRY CALLEBAUT,GERMANY,0.740546057,67.25634179
OLAM,YEMEN,0.196230174,10.23236066
BARRY CALLEBAUT,BELGIUM,0.097250214,2.87488493
BARRY CALLEBAUT,INDONESIA,0.656270515,18.74914051
BARRY CALLEBAUT,CANADA,0.009549099,0.562003514
BARRY CALLEBAUT,SOUTH AFRICA,0.032067077,1.054015493
BARRY CALLEBAUT,GERMANY,0.075625958,3.943491776
BARRY CALLEBAUT,UNITED STATES,0.782513145,41.48649976
OLAM,NETHERLANDS,0.664490996,38.32427581
OLAM,NETHERLANDS,0.996012251,82.86168674
CARGILL,CANADA,0.478648578,19.43004486
OLAM,UNITED STATES,0.836444996,29.85246951
CARGILL,NETHERLANDS,2.110138549,72.6669599
BARRY CALLEBAUT,GHANA,0.164320159,9.477105231
CARGILL,CANADA,1.493563583,95.23123352
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.166268416,9.589470253
BARRY CALLEBAUT,GERMANY,0.082069501,4.377075493
OLAM,CHILE,0.627399133,19.90273373
ECOM,SPAIN,2.180044335,139.0019906
OLAM,SAUDI ARABIA,2.379224883,151.7019583
BARRY CALLEBAUT,GERMANY,0.364284971,14.7876201
OLAM,PORTUGAL,0.591019095,26.73844699
BARRY CALLEBAUT,ITALY,0.431620477,8.303361251
OLAM,SYRIA,0.233488827,8.040667856
CARGILL,GERMANY,1.274933083,77.4325032
BARRY CALLEBAUT,BELGIUM,1.21579149,110.4180991
OLAM,EGYPT,0.234106986,12.41165017
OLAM,AUSTRALIA,0.514906793,11.77301976
OLAM,PORTUGAL,1.108813878,58.78598588
BARRY CALLEBAUT,GERMANY,0.091041176,2.691335006
BARRY CALLEBAUT,UNITED STATES,1.268824712,38.18012004
BARRY CALLEBAUT,CANADA,0.066225117,3.819509492
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.261281051,8.288515095
BARRY CALLEBAUT,GERMANY,0.362468739,71.33330844
BARRY CALLEBAUT,GERMANY,0.463448987,17.63931466
OLAM,RUSSIAN FEDERATION,0.177739724,10.25107377
BARRY CALLEBAUT,BELGIUM,0.159280582,14.46585144
BARRY CALLEBAUT,BELGIUM,1.616156012,93.21120847
BARRY CALLEBAUT,ITALY,0.120178428,6.371499791
OLAM,NETHERLANDS,1.1143514,64.26981053
OLAM,NETHERLANDS,0.333889022,11.49815503
OLAM,YEMEN,0.199868538,6.34035031
BARRY CALLEBAUT,INDONESIA,0.538037469,98.41316307
BARRY CALLEBAUT,MALAYSIA,0.083160571,2.709121838
BARRY CALLEBAUT,GERMANY,1.231042512,65.65613239
ECOM,UNKNOWN COUNTRY,0.391550811,23.78066727
BARRY CALLEBAUT,BELGIUM,0.287589144,15.2471138
OLAM,RUSSIAN FEDERATION,0.025768993,1.165821625
BARRY CALLEBAUT,CANADA,1.511462382,53.94363635
BARRY CALLEBAUT,GHANA,0.086905497,3.719937616
CARGILL,GERMANY,0.45471123,13.68268538
OLAM,MALAYSIA,0.194798079,10.30738759
CARGILL,CANADA,1.108579769,57.80654301
BARRY CALLEBAUT,FRANCE,0.543977089,17.88002949
CEMOI,FRANCE,0.011481128,0.466059749
BARRY CALLEBAUT,GERMANY,0.517759165,23.42407563
BARRY CALLEBAUT,INDONESIA,0.604418988,19.86669944
CARGILL,GERMANY,0.796520848,22.75598394
BARRY CALLEBAUT,ITALY,1.69074027,102.6863709
BARRY CALLEBAUT,BELGIUM,0.356715178,16.13824319
BARRY CALLEBAUT,TURKEY,1.606485648,55.32263661
OLAM,NETHERLANDS,1.705790754,69.22699072
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.135312922,7.173885225
OLAM,RUSSIAN FEDERATION,0.112984106,3.399797219
BARRY CALLEBAUT,INDONESIA,0.792745564,15.25055725
BARRY CALLEBAUT,ITALY,0.2960591,8.908694677
OLAM,RUSSIAN FEDERATION,0.1789291,7.261572453
OLAM,NETHERLANDS,0.375003593,22.77567923
OLAM,YEMEN,0.01431694,0.327347832
OLAM,COTE D'IVOIRE,0.397748046,12.61760342
BARRY CALLEBAUT,GERMANY,0.973224867,27.80428097
BARRY CALLEBAUT,ITALY,0.194709127,9.181984583
OLAM,BELGIUM,0.06513715,1.960037637
BARRY CALLEBAUT,UNITED ARAB EMIRATES,1.296424587,44.64504641
OLAM,GREECE,0.011927352,0.510543151
CARGILL,GERMANY,0.671752994,122.871251
BARRY CALLEBAUT,BELGIUM,0.985429343,35.16967591
OLAM,YEMEN,0.048419001,1.456972939
OLAM,SAUDI ARABIA,1.539545205,82.85883814
BARRY CALLEBAUT,GERMANY,0.020029738,1.061916632
OLAM,NETHERLANDS,0.058129041,1.718395229
OLAM,CHILE,0.792499517,28.28406864
OLAM,NETHERLANDS,0.834245567,34.2988083
OLAM,YEMEN,0.193771058,10.10413079
BARRY CALLEBAUT,SENEGAL,1.504716924,91.38832433
CEMOI,FRANCE,0.006074841,0.182797634
OLAM,NETHERLANDS,2.207711563,116.8170594
BARRY CALLEBAUT,SOUTH AFRICA,0.000434992,0.000480943
OLAM,UNITED ARAB EMIRATES,1.006771485,52.49778212
ECOM,UNKNOWN COUNTRY,0.35922076,14.58204577
BARRY CALLEBAUT,COTE D'IVOIRE,0.061591591,2.02445927
BARRY CALLEBAUT,GHANA,0.147368665,13.38401202
BARRY CALLEBAUT,MALAYSIA,1.645907465,56.68020797
OLAM,CHILE,1.134145953,169.8611177
BARRY CALLEBAUT,GERMANY,0.039785182,1.197173256
OLAM,MALAYSIA,0.54083032,17.15654561
OLAM,GREECE,0.075211417,4.795561475
BARRY CALLEBAUT,GHANA,0.307841728,9.765540972
OLAM,MALAYSIA,0.198769012,10.53813683
OLAM,MALAYSIA,0.169662604,6.055207145
OLAM,MALAYSIA,0.56764005,85.01548943
BARRY CALLEBAUT,GERMANY,0.069575881,3.628012434
OLAM,GREECE,0.134894444,7.779987859
ECOM,MALAYSIA,2.628420437,517.2692308
CEMOI,INDONESIA,0.311987179,12.66466708
BARRY CALLEBAUT,GERMANY,0.324286526,14.67113017
OLAM,YEMEN,0.403432659,25.7233038
BARRY CALLEBAUT,GHANA,0.219531353,11.44739327
BARRY CALLEBAUT,INDONESIA,0.719367462,13.83893542
BARRY CALLEBAUT,INDONESIA,0.083160571,2.709121838
BARRY CALLEBAUT,COTE D'IVOIRE,0.227701262,8.666529283
CEMOI,INDONESIA,0.545273384,17.29749118
OLAM,RUSSIAN FEDERATION,0.046434138,3.863015699
ECOM,SPAIN,0.708828312,43.05037751
OLAM,SYRIA,0.348333654,52.16995544
OLAM,RUSSIAN FEDERATION,0.044622969,1.910059396
OLAM,UNITED ARAB EMIRATES,0.719880702,45.90037412
OLAM,UNITED STATES,1.622490959,51.46963684
OLAM,NETHERLANDS,0.165775953,4.900624601
BARRY CALLEBAUT,COTE D'IVOIRE,0.543617268,33.01635702
OLAM,MALAYSIA,1.621431146,147.2582647
BARRY CALLEBAUT,CHILE,0.030079037,1.387259205
OLAM,NETHERLANDS,0.100389905,4.275081174
BARRY CALLEBAUT,TAIWAN,0.251582858,13.1187089
OLAM,UNITED ARAB EMIRATES,0.153468425,4.999540737
OLAM,MALAYSIA,0.107699932,3.508540572
OLAM,NETHERLANDS,0.278974823,12.62117174
OLAM,MALAYSIA,0.865176612,28.43756412
ETC GROUP,ESTONIA,1.600843553,30.796459
ECOM,CHINA (MAINLAND),0.328705491,9.71710424
BARRY CALLEBAUT,UNITED ARAB EMIRATES,2.698612549,85.60701502
OLAM,BELGIUM,0.110272445,5.934899878
OLAM,PORTUGAL,0.864376006,26.0098809
BARRY CALLEBAUT,MALAYSIA,0.196658642,9.069988167
OLAM,NETHERLANDS,1.261307252,72.74543571
OLAM,NETHERLANDS,0.95305683,28.67836969
BARRY CALLEBAUT,BELGIUM,0.242825431,14.00486814
OLAM,SAUDI ARABIA,2.354494779,150.1251401
BARRY CALLEBAUT,ITALY,0.887330606,30.55705399
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.765208276,87.55428508
BARRY CALLEBAUT,MALAYSIA,1.163156789,33.23048894
BARRY CALLEBAUT,INDONESIA,1.150267702,73.3423159
OLAM,UNITED ARAB EMIRATES,0.462211425,24.10186921
BARRY CALLEBAUT,SOUTH AFRICA,0.1643122,32.3363965
BARRY CALLEBAUT,SOUTH AFRICA,0.201135203,10.82516391
BARRY CALLEBAUT,ITALY,1.70518713,98.34604574
OLAM,GREECE,0.10178828,5.307717816
BARRY CALLEBAUT,SOUTH AFRICA,0.075510732,3.416200446
BARRY CALLEBAUT,GERMANY,0.109643245,4.449708653
BARRY CALLEBAUT,INDONESIA,0.143096598,7.586552387
TOUTON,BELGIUM,0.938086555,48.91622808
BARRY CALLEBAUT,BELGIUM,0.41594277,21.68920477
BARRY CALLEBAUT,CANADA,0.105743086,2.034247884
BARRY CALLEBAUT,CANADA,1.593701887,64.69401681
BARRY CALLEBAUT,SOUTH AFRICA,0.018008755,0.954770198
OLAM,SAUDI ARABIA,3.300649799,377.6567012
BARRY CALLEBAUT,GERMANY,0.728820226,32.9727434
BARRY CALLEBAUT,BELGIUM,0.477739981,24.9116009
BARRY CALLEBAUT,CHILE,2.47836128,133.3862335
OLAM,NETHERLANDS,0.561218299,29.26455148
BARRY CALLEBAUT,FRANCE,0.397350705,22.91705695
BARRY CALLEBAUT,SENEGAL,0.233449972,6.901185947
BARRY CALLEBAUT,MALAYSIA,0.907771202,27.31568287
BARRY CALLEBAUT,TAIWAN,0.091150369,3.469270802
OLAM,PORTUGAL,3.109226197,465.6690223
BARRY CALLEBAUT,TAIWAN,0.025530043,1.203931545
OLAM,YEMEN,0.180193418,13.51836358
BARRY CALLEBAUT,CANADA,0.100798598,5.256111181
CARGILL,NETHERLANDS,0.648243848,33.80247137
OLAM,JAPAN,0.386534889,17.48732438
OLAM,COTE D'IVOIRE,0.544928919,34.74525872
OLAM,NETHERLANDS,0.102924528,3.042627491
OLAM,MALAYSIA,0.214226334,11.17076472
OLAM,EGYPT,0.626113636,46.97192522
BARRY CALLEBAUT,MALAYSIA,1.07527518,32.35603394
BARRY CALLEBAUT,INDONESIA,0.579078765,30.19587988
OLAM,MALAYSIA,0.220489775,5.041359935
TOUTON,GERMANY,0.482189064,29.28554194
OLAM,YEMEN,0.031446906,1.422697577
OLAM,EGYPT,0.444258634,13.36815702
BARRY CALLEBAUT,CHILE,0.064792513,2.93129474
BARRY CALLEBAUT,GERMANY,0.232296511,7.567523234
OLAM,COTE D'IVOIRE,0.492673964,16.41768444
BARRY CALLEBAUT,CONGO DEMOCRATIC REPUBLIC OF THE,0.703261546,28.54788255
OLAM,MALAYSIA,2.679522409,154.5404776
OLAM,NETHERLANDS,1.697774494,97.91852469
BARRY CALLEBAUT,FRANCE,0.090327349,4.165939392
OLAM,MALAYSIA,0.23571035,12.29104198
BARRY CALLEBAUT,GERMANY,0.067628905,1.546292345
OLAM,MALAYSIA,0.397662524,14.1924555
BARRY CALLEBAUT,CANADA,0.085889481,4.478679945
OLAM,MALAYSIA,0.089938152,4.068915069
BARRY CALLEBAUT,MALAYSIA,0.143794572,7.6235569
OLAM,GREECE,0.044957695,2.59291866
OLAM,BELGIUM,0.025879293,2.152987416
BARRY CALLEBAUT,INDONESIA,0.410800397,23.69276308
TOUTON,BELGIUM,2.424400545,76.90829642
OLAM,MALAYSIA,0.300530696,15.67107853
BARRY CALLEBAUT,BRAZIL,1.246667813,39.54754832
OLAM,MALAYSIA,1.249720564,228.5880829
OLAM,SAUDI ARABIA,1.033091337,65.87102381
BARRY CALLEBAUT,COTE D'IVOIRE,0.354295835,11.23918619
OLAM,JAPAN,1.64629383,49.53851816
OLAM,NETHERLANDS,1.768259158,48.23117644
OLAM,UNITED STATES,3.060369576,535.3932204
BARRY CALLEBAUT,INDONESIA,0.496926656,71.1820182
OLAM,NETHERLANDS,1.315595246,75.87647592
BARRY CALLEBAUT,BELGIUM,0.371958977,8.504607896
BARRY CALLEBAUT,INDONESIA,0.089336007,2.640927265
CARGILL,NETHERLANDS,0.185103519,7.923244968
BARRY CALLEBAUT,BRAZIL,0.400055814,13.77674457
BARRY CALLEBAUT,UNITED STATES,1.173662859,35.31661104
BARRY CALLEBAUT,AUSTRALIA,1.534946069,46.1879601
BARRY CALLEBAUT,MALAYSIA,0.257668443,13.43603984
OLAM,CHILE,2.27892106,145.3064778
OLAM,NETHERLANDS,1.26391039,72.89557071
OLAM,UNITED ARAB EMIRATES,0.215389397,11.41929975
BARRY CALLEBAUT,CANADA,0.027190475,0.62835201
BARRY CALLEBAUT,CHILE,0.071994462,3.81693041
BARRY CALLEBAUT,CROATIA,1.476898402,42.19384392
OLAM,BELGIUM,0.665049589,35.2589344
OLAM,CHILE,1.523706788,82.0064092
BARRY CALLEBAUT,CANADA,0.084917147,4.427977908
BARRY CALLEBAUT,ITALY,0.479684649,25.01300498
OLAM,NETHERLANDS,2.459773548,368.4004542
CARGILL,CANADA,0.545671665,33.14112991
OLAM,EGYPT,0.182498132,5.491539145
BARRY CALLEBAUT,BRAZIL,0.190210104,5.723599595
OLAM,YEMEN,0.18903897,9.592896173
OLAM,MALAYSIA,0.389634148,29.23090155
BARRY CALLEBAUT,GERMANY,0.783590794,45.1933132
OLAM,NETHERLANDS,0.592798011,25.37436283
BARRY CALLEBAUT,INDONESIA,0.547197979,16.46569799
OLAM,UNITED STATES,0.901592088,47.01323558
BARRY CALLEBAUT,ITALY,0.90194654,48.10420508
BARRY CALLEBAUT,MALAYSIA,0.95838035,58.20681144
OLAM,MALAYSIA,0.789357147,45.52588555
BARRY CALLEBAUT,BELGIUM,0.106424762,3.146100489
OLAM,GREECE,0.065774767,12.03095173
BARRY CALLEBAUT,GHANA,0.113222863,5.903970544
ECOM,CHINA (MAINLAND),0.819224948,43.69235108
BARRY CALLEBAUT,INDONESIA,0.902006566,52.02289971
OLAM,CHILE,0.681308572,13.10677204
BARRY CALLEBAUT,ITALY,0.951294676,18.3006687
OLAM,NETHERLANDS,0.970381603,50.60024318
BARRY CALLEBAUT,BELGIUM,0.018909038,0.432343242
BARRY CALLEBAUT,MALAYSIA,0.10014869,5.309583159
OLAM,UNITED ARAB EMIRATES,0.470839371,24.55177077
OLAM,COTE D'IVOIRE,0.182300216,11.26529445
BARRY CALLEBAUT,ITALY,4.349624867,855.9997013
BARRY CALLEBAUT,ITALY,0.972837139,51.88506763
OLAM,NETHERLANDS,5.451198535,347.5743293
BARRY CALLEBAUT,INDONESIA,0.735428702,27.32719281
BARRY CALLEBAUT,INDONESIA,0.48305581,25.76318521
OLAM,RUSSIAN FEDERATION,0.133163886,24.35718698
TOUTON,ITALY,0.626971531,33.24014995
